entity,label,source
Orson Welles.[73][77][78,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Welles,PERSON,https://en.wikipedia.org/wiki/The_Godfather
months,DATE,https://en.wikipedia.org/wiki/The_Godfather
Borgnine,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Stanley Jaffe,PERSON,https://en.wikipedia.org/wiki/The_Godfather
California,GPE,https://en.wikipedia.org/wiki/The_Godfather
Tom Hagen.[19][88][89,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Martino,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Vic Damone,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Russell Bufalino,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Damone,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Frank Sinatra,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Keaton,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Off-Broadway production.[92,ORG,https://en.wikipedia.org/wiki/The_Godfather
Rizzi,PERSON,https://en.wikipedia.org/wiki/The_Godfather
March 29,DATE,https://en.wikipedia.org/wiki/The_Godfather
Warren Beatty,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Alain Delon,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Robert Redford.[96][80][97][98,PERSON,https://en.wikipedia.org/wiki/The_Godfather
2000,DATE,https://en.wikipedia.org/wiki/The_Godfather
Warren,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Jack [Nicholson,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Jack,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Dustin [Hoffman,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Delon,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Ali MacGraw,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Alain [Delon,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Bob Evans,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Ryan O'Neal,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Dustin Hoffman,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Martin Sheen,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Dean Stockwell,PERSON,https://en.wikipedia.org/wiki/The_Godfather
James Caan.[92][33][105,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Burt Reynolds,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Reynolds,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Jack Nicholson,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Carmine Caridi.[23,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Al Ruddy,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Caridi,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Alain Delon.[110,PERSON,https://en.wikipedia.org/wiki/The_Godfather
MGM,ORG,https://en.wikipedia.org/wiki/The_Godfather
three weeks,DATE,https://en.wikipedia.org/wiki/The_Godfather
Robert De Niro,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Paulie Gatto.[113][80,PERSON,https://en.wikipedia.org/wiki/The_Godfather
De Niro,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Sonny Corleone.[115][116][117,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Connie Corleone.[125][126,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Michael Francis Rizzi,PERSON,https://en.wikipedia.org/wiki/The_Godfather
the Italian-American Civil Rights League,ORG,https://en.wikipedia.org/wiki/The_Godfather
two-week,DATE,https://en.wikipedia.org/wiki/The_Godfather
"March 29, 1971",DATE,https://en.wikipedia.org/wiki/The_Godfather
Best & Co.,ORG,https://en.wikipedia.org/wiki/The_Godfather
March 23,DATE,https://en.wikipedia.org/wiki/The_Godfather
"July 2, 1971.[134][135",DATE,https://en.wikipedia.org/wiki/The_Godfather
three-week,DATE,https://en.wikipedia.org/wiki/The_Godfather
early 1972.[136,DATE,https://en.wikipedia.org/wiki/The_Godfather
Gordon Willis,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Willis,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Long Island.[141][142][143,GPE,https://en.wikipedia.org/wiki/The_Godfather
June 22,DATE,https://en.wikipedia.org/wiki/The_Godfather
Uniondale,GPE,https://en.wikipedia.org/wiki/The_Godfather
1941,DATE,https://en.wikipedia.org/wiki/The_Godfather
Lincoln,ORG,https://en.wikipedia.org/wiki/The_Godfather
three days,DATE,https://en.wikipedia.org/wiki/The_Godfather
East Harlem.[154,GPE,https://en.wikipedia.org/wiki/The_Godfather
Savoca,GPE,https://en.wikipedia.org/wiki/The_Godfather
Forza d'Agrò,GPE,https://en.wikipedia.org/wiki/The_Godfather
Staten Island,GPE,https://en.wikipedia.org/wiki/The_Godfather
Staten Island.[158][157][65,GPE,https://en.wikipedia.org/wiki/The_Godfather
"August 7,[160",DATE,https://en.wikipedia.org/wiki/The_Godfather
September,DATE,https://en.wikipedia.org/wiki/The_Godfather
November,DATE,https://en.wikipedia.org/wiki/The_Godfather
25 years,DATE,https://en.wikipedia.org/wiki/The_Godfather
late December 1971,DATE,https://en.wikipedia.org/wiki/The_Godfather
January 1972.[165,DATE,https://en.wikipedia.org/wiki/The_Godfather
Rota,PERSON,https://en.wikipedia.org/wiki/The_Godfather
1958,DATE,https://en.wikipedia.org/wiki/The_Godfather
Fortunella,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Carmine,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Cherubino,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Mozart,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Verdi,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Paramount Records,ORG,https://en.wikipedia.org/wiki/The_Godfather
1991,DATE,https://en.wikipedia.org/wiki/The_Godfather
Geffen Records,ORG,https://en.wikipedia.org/wiki/The_Godfather
Geffen,ORG,https://en.wikipedia.org/wiki/The_Godfather
"August 18, 2005.[171",DATE,https://en.wikipedia.org/wiki/The_Godfather
Johnny Farrow,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Marty Symes.[172][173][174,PERSON,https://en.wikipedia.org/wiki/The_Godfather
AllMusic,ORG,https://en.wikipedia.org/wiki/The_Godfather
Zach Curd,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Filmtracks,ORG,https://en.wikipedia.org/wiki/The_Godfather
Bach,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Loews's,ORG,https://en.wikipedia.org/wiki/The_Godfather
"Tuesday, March 14, 1972",DATE,https://en.wikipedia.org/wiki/The_Godfather
almost three months,DATE,https://en.wikipedia.org/wiki/The_Godfather
"Christmas Day in 1971,[176][177][3",DATE,https://en.wikipedia.org/wiki/The_Godfather
The Boys Club of New York.[178,ORG,https://en.wikipedia.org/wiki/The_Godfather
"The following day,[36",DATE,https://en.wikipedia.org/wiki/The_Godfather
Loew's State I,ORG,https://en.wikipedia.org/wiki/The_Godfather
March 17[180,DATE,https://en.wikipedia.org/wiki/The_Godfather
March 22.[181,DATE,https://en.wikipedia.org/wiki/The_Godfather
the United States[179][3,GPE,https://en.wikipedia.org/wiki/The_Godfather
five days later.[182,DATE,https://en.wikipedia.org/wiki/The_Godfather
NBC,ORG,https://en.wikipedia.org/wiki/The_Godfather
two nights.[183,DATE,https://en.wikipedia.org/wiki/The_Godfather
"Saturday, November 16, 1974",DATE,https://en.wikipedia.org/wiki/The_Godfather
two days later.[185,DATE,https://en.wikipedia.org/wiki/The_Godfather
Nielsen,ORG,https://en.wikipedia.org/wiki/The_Godfather
The next year,DATE,https://en.wikipedia.org/wiki/The_Godfather
"November 18, 1977.[186",DATE,https://en.wikipedia.org/wiki/The_Godfather
1981,DATE,https://en.wikipedia.org/wiki/The_Godfather
1992,DATE,https://en.wikipedia.org/wiki/The_Godfather
Jeff Warner,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"October 9, 2001",DATE,https://en.wikipedia.org/wiki/The_Godfather
2006,DATE,https://en.wikipedia.org/wiki/The_Godfather
Steven Spielberg,PERSON,https://en.wikipedia.org/wiki/The_Godfather
DreamWorks,ORG,https://en.wikipedia.org/wiki/The_Godfather
Robert A. Harris,PERSON,https://en.wikipedia.org/wiki/The_Godfather
November 2006,DATE,https://en.wikipedia.org/wiki/The_Godfather
a year and a half,DATE,https://en.wikipedia.org/wiki/The_Godfather
"September 23, 2008",DATE,https://en.wikipedia.org/wiki/The_Godfather
Dave Kehr,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"March 22, 2022.[195",DATE,https://en.wikipedia.org/wiki/The_Godfather
opening day,DATE,https://en.wikipedia.org/wiki/The_Godfather
the weekend,DATE,https://en.wikipedia.org/wiki/The_Godfather
Toronto,GPE,https://en.wikipedia.org/wiki/The_Godfather
the weekend[176,DATE,https://en.wikipedia.org/wiki/The_Godfather
"New York,[197",GPE,https://en.wikipedia.org/wiki/The_Godfather
opening weekend,DATE,https://en.wikipedia.org/wiki/The_Godfather
the week,DATE,https://en.wikipedia.org/wiki/The_Godfather
New York[176,GPE,https://en.wikipedia.org/wiki/The_Godfather
first week,DATE,https://en.wikipedia.org/wiki/The_Godfather
U.S.,GPE,https://en.wikipedia.org/wiki/The_Godfather
the week.[198,DATE,https://en.wikipedia.org/wiki/The_Godfather
its first five days,DATE,https://en.wikipedia.org/wiki/The_Godfather
A week later,DATE,https://en.wikipedia.org/wiki/The_Godfather
one week,DATE,https://en.wikipedia.org/wiki/The_Godfather
April 9,DATE,https://en.wikipedia.org/wiki/The_Godfather
18 weeks,DATE,https://en.wikipedia.org/wiki/The_Godfather
23 consecutive weeks,DATE,https://en.wikipedia.org/wiki/The_Godfather
another three weeks.[206][207,DATE,https://en.wikipedia.org/wiki/The_Godfather
Canada,GPE,https://en.wikipedia.org/wiki/The_Godfather
"Gulf & Western Industries, Inc.",ORG,https://en.wikipedia.org/wiki/The_Godfather
the year,DATE,https://en.wikipedia.org/wiki/The_Godfather
Los Angeles Times,ORG,https://en.wikipedia.org/wiki/The_Godfather
"December 13, 1972.[181",DATE,https://en.wikipedia.org/wiki/The_Godfather
1997,DATE,https://en.wikipedia.org/wiki/The_Godfather
Rotten Tomatoes,ORG,https://en.wikipedia.org/wiki/The_Godfather
Metacritic,ORG,https://en.wikipedia.org/wiki/The_Godfather
The Village Voice's,ORG,https://en.wikipedia.org/wiki/The_Godfather
Andrew Sarris,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Sarris,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Pauline Kael,PERSON,https://en.wikipedia.org/wiki/The_Godfather
The New Yorker,ORG,https://en.wikipedia.org/wiki/The_Godfather
Dickens,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Roger Ebert,PERSON,https://en.wikipedia.org/wiki/The_Godfather
the Chicago Sun Times,ORG,https://en.wikipedia.org/wiki/The_Godfather
the middle and late 1940s,DATE,https://en.wikipedia.org/wiki/The_Godfather
postwar,DATE,https://en.wikipedia.org/wiki/The_Godfather
1946,DATE,https://en.wikipedia.org/wiki/The_Godfather
Ebert,PERSON,https://en.wikipedia.org/wiki/The_Godfather
The Chicago Tribune's,ORG,https://en.wikipedia.org/wiki/The_Godfather
Gene Siskel,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Desson Howe,PERSON,https://en.wikipedia.org/wiki/The_Godfather
The Washington Post,ORG,https://en.wikipedia.org/wiki/The_Godfather
Vincent Canby,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Stanley Kubrick,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Stanley Kauffmann,PERSON,https://en.wikipedia.org/wiki/The_Godfather
The New Republic,ORG,https://en.wikipedia.org/wiki/The_Godfather
George De Stefano,PERSON,https://en.wikipedia.org/wiki/The_Godfather
John Podhoretz,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Italy,GPE,https://en.wikipedia.org/wiki/The_Godfather
Fellini,PERSON,https://en.wikipedia.org/wiki/The_Godfather
March 3,DATE,https://en.wikipedia.org/wiki/The_Godfather
Nashville,GPE,https://en.wikipedia.org/wiki/The_Godfather
"February 12, 1973",DATE,https://en.wikipedia.org/wiki/The_Godfather
Eduardo De Filippo's,PERSON,https://en.wikipedia.org/wiki/The_Godfather
John Addison's,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"two months earlier,[244][247",DATE,https://en.wikipedia.org/wiki/The_Godfather
Sacheen Littlefeather,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Hollywood,ORG,https://en.wikipedia.org/wiki/The_Godfather
Anna Hill Johnstone,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Rota.[253,PERSON,https://en.wikipedia.org/wiki/The_Godfather
1998,DATE,https://en.wikipedia.org/wiki/The_Godfather
AFI,ORG,https://en.wikipedia.org/wiki/The_Godfather
2001,DATE,https://en.wikipedia.org/wiki/The_Godfather
2005,DATE,https://en.wikipedia.org/wiki/The_Godfather
2007,DATE,https://en.wikipedia.org/wiki/The_Godfather
2008,DATE,https://en.wikipedia.org/wiki/The_Godfather
the United States National Film Registry,ORG,https://en.wikipedia.org/wiki/The_Godfather
Sight & Sound,ORG,https://en.wikipedia.org/wiki/The_Godfather
Time Out,ORG,https://en.wikipedia.org/wiki/The_Godfather
The Village Voice,ORG,https://en.wikipedia.org/wiki/The_Godfather
1999,DATE,https://en.wikipedia.org/wiki/The_Godfather
Entertainment Weekly,ORG,https://en.wikipedia.org/wiki/The_Godfather
2002,DATE,https://en.wikipedia.org/wiki/The_Godfather
Film4,ORG,https://en.wikipedia.org/wiki/The_Godfather
the National Society of Film Critics.[272][273,ORG,https://en.wikipedia.org/wiki/The_Godfather
the last 80 years,DATE,https://en.wikipedia.org/wiki/The_Godfather
Time,ORG,https://en.wikipedia.org/wiki/The_Godfather
The Writers Guild of America,ORG,https://en.wikipedia.org/wiki/The_Godfather
Empire,ORG,https://en.wikipedia.org/wiki/The_Godfather
Cahiers du cinéma.[278,ORG,https://en.wikipedia.org/wiki/The_Godfather
2009,DATE,https://en.wikipedia.org/wiki/The_Godfather
kinema Junpo,ORG,https://en.wikipedia.org/wiki/The_Godfather
2010,DATE,https://en.wikipedia.org/wiki/The_Godfather
Guardian,ORG,https://en.wikipedia.org/wiki/The_Godfather
2012,DATE,https://en.wikipedia.org/wiki/The_Godfather
The Motion Picture Editors Guild,ORG,https://en.wikipedia.org/wiki/The_Godfather
2014,DATE,https://en.wikipedia.org/wiki/The_Godfather
Hollywood Reporter,ORG,https://en.wikipedia.org/wiki/The_Godfather
2015,DATE,https://en.wikipedia.org/wiki/The_Godfather
BBC,ORG,https://en.wikipedia.org/wiki/The_Godfather
2022,DATE,https://en.wikipedia.org/wiki/The_Godfather
the British Film Institute's,ORG,https://en.wikipedia.org/wiki/The_Godfather
Martin Scorsese's,PERSON,https://en.wikipedia.org/wiki/The_Godfather
David Chase's,PERSON,https://en.wikipedia.org/wiki/The_Godfather
1914 to 2014,DATE,https://en.wikipedia.org/wiki/The_Godfather
the Italic Institute of America,ORG,https://en.wikipedia.org/wiki/The_Godfather
Don Vito Corleone's,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Honoré de Balzac,PERSON,https://en.wikipedia.org/wiki/The_Godfather
1835,DATE,https://en.wikipedia.org/wiki/The_Godfather
Vautrin,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Eugène,PERSON,https://en.wikipedia.org/wiki/The_Godfather
John Wayne,PERSON,https://en.wikipedia.org/wiki/The_Godfather
1933,DATE,https://en.wikipedia.org/wiki/The_Godfather
Forrest Taylor,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Denton,PERSON,https://en.wikipedia.org/wiki/The_Godfather
The Hollywood Reporter.[285,ORG,https://en.wikipedia.org/wiki/The_Godfather
"Salvatore ""Sammy the Bull"" Gravano",PERSON,https://en.wikipedia.org/wiki/The_Godfather
Anthony Fiato,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Patriarca,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Paulie Intiso,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Nicky Giso,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Intiso,PERSON,https://en.wikipedia.org/wiki/The_Godfather
2025,DATE,https://en.wikipedia.org/wiki/The_Godfather
Times,ORG,https://en.wikipedia.org/wiki/The_Godfather
the Sicilian Mafia,ORG,https://en.wikipedia.org/wiki/The_Godfather
John Belushi,PERSON,https://en.wikipedia.org/wiki/The_Godfather
the Tattaglia Family,ORG,https://en.wikipedia.org/wiki/The_Godfather
Silvio Dante's,PERSON,https://en.wikipedia.org/wiki/The_Godfather
James Caan's,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Silvio,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Al Pacino's,PERSON,https://en.wikipedia.org/wiki/The_Godfather
season 3,DATE,https://en.wikipedia.org/wiki/The_Godfather
Lisa,PERSON,https://en.wikipedia.org/wiki/The_Godfather
season 4,DATE,https://en.wikipedia.org/wiki/The_Godfather
Bart Simpson,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Phil Dunphy,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Phil,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Luke,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Godfather,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Claire,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Aldo Trapani,PERSON,https://en.wikipedia.org/wiki/The_Godfather
2016,DATE,https://en.wikipedia.org/wiki/The_Godfather
Big,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"April 28, 2022",DATE,https://en.wikipedia.org/wiki/The_Godfather
Paramount+,ORG,https://en.wikipedia.org/wiki/The_Godfather
Ruddy.[310,PERSON,https://en.wikipedia.org/wiki/The_Godfather
2023,DATE,https://en.wikipedia.org/wiki/The_Godfather
Greta Gerwig,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Ken,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Kingsley Ben-Adir,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Peter Griffin,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Peter,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Seth Macfarlane,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Newsweek,ORG,https://en.wikipedia.org/wiki/The_Godfather
Gunden,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Kenneth,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Lucas,PERSON,https://en.wikipedia.org/wiki/The_Godfather
De Palma,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Spielberg,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Scorsese,PERSON,https://en.wikipedia.org/wiki/The_Godfather
McFarland & Company,ORG,https://en.wikipedia.org/wiki/The_Godfather
U.S.-Canada,GPE,https://en.wikipedia.org/wiki/The_Godfather
Mojo,ORG,https://en.wikipedia.org/wiki/The_Godfather
"March 17, 2022",DATE,https://en.wikipedia.org/wiki/The_Godfather
2011,DATE,https://en.wikipedia.org/wiki/The_Godfather
2018,DATE,https://en.wikipedia.org/wiki/The_Godfather
2020,DATE,https://en.wikipedia.org/wiki/The_Godfather
Harlan Lebo's,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"January 1969,[6",DATE,https://en.wikipedia.org/wiki/The_Godfather
Jenny Jones',PERSON,https://en.wikipedia.org/wiki/The_Godfather
three months,DATE,https://en.wikipedia.org/wiki/The_Godfather
June 1969.[16,DATE,https://en.wikipedia.org/wiki/The_Godfather
British Board of Film Classification,ORG,https://en.wikipedia.org/wiki/The_Godfather
"June 12, 2016",DATE,https://en.wikipedia.org/wiki/The_Godfather
"March 26, 2022",DATE,https://en.wikipedia.org/wiki/The_Godfather
Britannica,ORG,https://en.wikipedia.org/wiki/The_Godfather
"December 31, 2021",DATE,https://en.wikipedia.org/wiki/The_Godfather
American Film Institute,ORG,https://en.wikipedia.org/wiki/The_Godfather
"July 17, 2014",DATE,https://en.wikipedia.org/wiki/The_Godfather
"July 15, 2014",DATE,https://en.wikipedia.org/wiki/The_Godfather
AllMovie,ORG,https://en.wikipedia.org/wiki/The_Godfather
"June 10, 2025",DATE,https://en.wikipedia.org/wiki/The_Godfather
Jones,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Lebo,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Gambino,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Megan,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"January 31, 2012",DATE,https://en.wikipedia.org/wiki/The_Godfather
Smithsonian,ORG,https://en.wikipedia.org/wiki/The_Godfather
"September 10, 2018",DATE,https://en.wikipedia.org/wiki/The_Godfather
"April 18, 2014",DATE,https://en.wikipedia.org/wiki/The_Godfather
"March 19, 2020",DATE,https://en.wikipedia.org/wiki/The_Godfather
Symchuk,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Adam,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"July 14, 2024",DATE,https://en.wikipedia.org/wiki/The_Godfather
MovieWeb,ORG,https://en.wikipedia.org/wiki/The_Godfather
"April 15, 2025",DATE,https://en.wikipedia.org/wiki/The_Godfather
Cruz,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Gilbert,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"March 14, 2012",DATE,https://en.wikipedia.org/wiki/The_Godfather
Sofia Coppola,PERSON,https://en.wikipedia.org/wiki/The_Godfather
40,DATE,https://en.wikipedia.org/wiki/The_Godfather
CBS News,ORG,https://en.wikipedia.org/wiki/The_Godfather
"March 15, 2012",DATE,https://en.wikipedia.org/wiki/The_Godfather
50 years,DATE,https://en.wikipedia.org/wiki/The_Godfather
"March 18, 2022",DATE,https://en.wikipedia.org/wiki/The_Godfather
"October 9, 2023",DATE,https://en.wikipedia.org/wiki/The_Godfather
"October 7, 2023",DATE,https://en.wikipedia.org/wiki/The_Godfather
Phillips,PERSON,https://en.wikipedia.org/wiki/The_Godfather
2004,DATE,https://en.wikipedia.org/wiki/The_Godfather
O'Brian,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"January 25, 1973",DATE,https://en.wikipedia.org/wiki/The_Godfather
The Spartanburg Herald,ORG,https://en.wikipedia.org/wiki/The_Godfather
"November 21, 2018",DATE,https://en.wikipedia.org/wiki/The_Godfather
Geczi,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Michael L.,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Merzer,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Martin,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"April 10, 1978",DATE,https://en.wikipedia.org/wiki/The_Godfather
St. Petersburg Times,ORG,https://en.wikipedia.org/wiki/The_Godfather
"November 14, 2020",DATE,https://en.wikipedia.org/wiki/The_Godfather
Italie,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Hillel,ORG,https://en.wikipedia.org/wiki/The_Godfather
"December 24, 1990",DATE,https://en.wikipedia.org/wiki/The_Godfather
The Daily Gazette,ORG,https://en.wikipedia.org/wiki/The_Godfather
Associated Press,ORG,https://en.wikipedia.org/wiki/The_Godfather
Seal,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Mark,PERSON,https://en.wikipedia.org/wiki/The_Godfather
March 2009,DATE,https://en.wikipedia.org/wiki/The_Godfather
Vanity Fair,ORG,https://en.wikipedia.org/wiki/The_Godfather
"July 14, 2014",DATE,https://en.wikipedia.org/wiki/The_Godfather
"Welsh, Phillips & Hill",ORG,https://en.wikipedia.org/wiki/The_Godfather
Fristoe,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Roger,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Turner Classic Movies,ORG,https://en.wikipedia.org/wiki/The_Godfather
"July 16, 2014",DATE,https://en.wikipedia.org/wiki/The_Godfather
Bozzola,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Lucia,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Movies & TV Dept,ORG,https://en.wikipedia.org/wiki/The_Godfather
James,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Clive,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"November 30, 2004",DATE,https://en.wikipedia.org/wiki/The_Godfather
The Guardian,ORG,https://en.wikipedia.org/wiki/The_Godfather
"August 27, 2013",DATE,https://en.wikipedia.org/wiki/The_Godfather
BBC News,ORG,https://en.wikipedia.org/wiki/The_Godfather
"January 7, 2005",DATE,https://en.wikipedia.org/wiki/The_Godfather
"September 3, 2010",DATE,https://en.wikipedia.org/wiki/The_Godfather
Webb,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Royce,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"July 28, 2008",DATE,https://en.wikipedia.org/wiki/The_Godfather
ESPN,ORG,https://en.wikipedia.org/wiki/The_Godfather
"November 10, 2013",DATE,https://en.wikipedia.org/wiki/The_Godfather
Horne,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Philip,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"September 22, 2009",DATE,https://en.wikipedia.org/wiki/The_Godfather
one day,DATE,https://en.wikipedia.org/wiki/The_Godfather
The Daily Telegraph,ORG,https://en.wikipedia.org/wiki/The_Godfather
"September 24, 2009",DATE,https://en.wikipedia.org/wiki/The_Godfather
Sragow,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"March 16, 1997",DATE,https://en.wikipedia.org/wiki/The_Godfather
"October 14, 2023",DATE,https://en.wikipedia.org/wiki/The_Godfather
"October 6, 2023",DATE,https://en.wikipedia.org/wiki/The_Godfather
Itzkoff,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Dave,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"March 14, 2022",DATE,https://en.wikipedia.org/wiki/The_Godfather
Gale A696504953,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Hearn,ORG,https://en.wikipedia.org/wiki/The_Godfather
Marcus,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Harry N. Abrams Inc.,ORG,https://en.wikipedia.org/wiki/The_Godfather
Zach Baron,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Jim Goldberg,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"February 17, 2022",DATE,https://en.wikipedia.org/wiki/The_Godfather
GQ,ORG,https://en.wikipedia.org/wiki/The_Godfather
"March 4, 2022",DATE,https://en.wikipedia.org/wiki/The_Godfather
"August 27, 2024",DATE,https://en.wikipedia.org/wiki/The_Godfather
Cowie,PERSON,https://en.wikipedia.org/wiki/The_Godfather
Lodi News-Sentinel,ORG,https://en.wikipedia.org/wiki/The_Godfather
United Press International,ORG,https://en.wikipedia.org/wiki/The_Godfather
"November 13, 2009",DATE,https://en.wikipedia.org/wiki/The_Godfather
"July 4, 2014",DATE,https://en.wikipedia.org/wiki/The_Godfather
"January 28, 2012",DATE,https://en.wikipedia.org/wiki/The_Godfather
"January 21, 2012",DATE,https://en.wikipedia.org/wiki/The_Godfather
Phillips,ORG,https://en.wikipedia.org/wiki/The_Godfather
"March 14, 2019",DATE,https://en.wikipedia.org/wiki/The_Godfather
"January 22, 2020",DATE,https://en.wikipedia.org/wiki/The_Godfather
Block & Wilson,ORG,https://en.wikipedia.org/wiki/The_Godfather
a few days later,DATE,https://en.wikipedia.org/wiki/The_Godfather
Al,PERSON,https://en.wikipedia.org/wiki/The_Godfather
"October 12, 2024",DATE,https://en.wikipedia.org/wiki/The_Godfather
"October 21, 2024",DATE,https://en.wikipedia.org/wiki/The_Godfather
Lebo,ORG,https://en.wikipedia.org/wiki/The_Godfather
Coppola,ORG,https://en.wikipedia.org/wiki/The_Godfather
