Private Entity,External URI,Confidence
Brad,http://www.wikidata.org/entity/Q2923375,1.0
Brad Grey,http://www.wikidata.org/entity/Q633631,1.0
Brad Pitt,http://www.wikidata.org/entity/Q35332,1.0
Bradley,http://www.wikidata.org/entity/Q538847,1.0
Bradner,http://www.wikidata.org/entity/Q37567398,1.0
Bradshaw,http://www.wikidata.org/entity/Q16860329,1.0
Brand,http://www.wikidata.org/entity/Q15975618,0.59
Brando,http://www.wikidata.org/entity/Q748403,1.0
Brandon,http://www.wikidata.org/entity/Q3643673,1.0
Braslow,http://www.wikidata.org/entity/Q37533637,1.0
Brennan,http://www.wikidata.org/entity/Q6582834,1.0
Brent,http://www.wikidata.org/entity/Q19817033,1.0
Brian,http://www.wikidata.org/entity/Q15930574,1.0
Brian De Palma,http://www.wikidata.org/entity/Q189526,1.0
Brian Robbins,http://www.wikidata.org/entity/Q913003,1.0
Bright,http://www.wikidata.org/entity/Q15264630,1.0
British,http://www.wikidata.org/entity/Q9309,0.33
British Film Institute,http://www.wikidata.org/entity/Q260528,1.0
Broderick,http://www.wikidata.org/entity/Q21396361,1.0
Brody,http://www.wikidata.org/entity/Q465104,1.0
Broede Carmody,http://www.wikidata.org/entity/Q123113328,1.0
Bronwen,http://www.wikidata.org/entity/Q2926098,1.0
Brooks,http://www.wikidata.org/entity/Q1354011,1.0
Brown,http://www.wikidata.org/entity/Q13421990,1.0
Browne,http://www.wikidata.org/entity/Q991094,1.0
Browning,http://www.wikidata.org/entity/Q12786548,1.0
Bruce,http://www.wikidata.org/entity/Q579371,1.0
Bruce Baldwin,http://www.wikidata.org/entity/Q5734358,0.81
Bruce Cabot,http://www.wikidata.org/entity/Q373500,1.0
Bruce Campbell,http://www.wikidata.org/entity/Q309932,1.0
Brueggemann,http://www.wikidata.org/entity/Q36986083,1.0
Bruno,http://www.wikidata.org/entity/Q1874605,1.0
Bruno Tattaglia,http://www.wikidata.org/entity/Q1132361,1.0
Bryan,http://www.wikidata.org/entity/Q3894860,1.0
Bryan Singer,http://www.wikidata.org/entity/Q220751,1.0
Brzeski,http://www.wikidata.org/entity/Q27941861,1.0
Buchanan,http://www.wikidata.org/entity/Q15616677,1.0
Buchwald,http://www.wikidata.org/entity/Q21492745,1.0
Buck Henry,http://www.wikidata.org/entity/Q999332,1.0
Buckley,http://www.wikidata.org/entity/Q21484864,1.0
Buder,http://www.wikidata.org/entity/Q37274990,1.0
Bui,http://www.wikidata.org/entity/Q23729558,1.0
Bunta Sugawara,http://www.wikidata.org/entity/Q1139492,1.0
Burnetts,http://www.wikidata.org/entity/Q2328757,0.76
Burns,http://www.wikidata.org/entity/Q1408775,1.0
Burr,http://www.wikidata.org/entity/Q16865199,1.0
Burt Lancaster,http://www.wikidata.org/entity/Q160528,1.0
Burt Reynolds,http://www.wikidata.org/entity/Q202148,1.0
Busch,http://www.wikidata.org/entity/Q1017270,1.0
Bushby,http://www.wikidata.org/entity/Q37458564,1.0
Butcher,http://www.wikidata.org/entity/Q66069498,1.0
Butler,http://www.wikidata.org/entity/Q2664624,1.0
Butts,http://www.wikidata.org/entity/Q21507068,1.0
Byrne,http://www.wikidata.org/entity/Q21482912,1.0
C-3PO,http://www.wikidata.org/entity/Q51787,1.0
C. T.,http://www.wikidata.org/entity/Q5113312,0.3
CASE,http://www.wikidata.org/entity/Q987767,0.46
COVID,http://www.wikidata.org/entity/Q84263196,0.77
Caan,http://www.wikidata.org/entity/Q16256270,1.0
Caddos,http://www.wikidata.org/entity/Q35170,0.91
Cahir,http://www.wikidata.org/entity/Q21396369,1.0
Caine,http://www.wikidata.org/entity/Q16865293,1.0
Calamawy,http://www.wikidata.org/entity/Q112116004,0.84
Caleb McLaughlin,http://www.wikidata.org/entity/Q26926382,1.0
Calhoun,http://www.wikidata.org/entity/Q21452672,1.0
Calia,http://www.wikidata.org/entity/Q2709624,1.0
California,http://www.wikidata.org/entity/Q99,1.0
Caligula,http://www.wikidata.org/entity/Q1227502,1.0
Calla,http://www.wikidata.org/entity/Q1945962,1.0
Callis,http://www.wikidata.org/entity/Q496460,0.71
Calum,http://www.wikidata.org/entity/Q5024022,1.0
Calvin,http://www.wikidata.org/entity/Q5024307,1.0
Cameron,http://www.wikidata.org/entity/Q2665316,1.0
Cameron Alexander,http://www.wikidata.org/entity/Q42826359,1.0
Cameron Crowe,http://www.wikidata.org/entity/Q104413251,1.0
Cameron Diaz,http://www.wikidata.org/entity/Q44380,1.0
Campbell,http://www.wikidata.org/entity/Q2665383,1.0
Canadian,http://www.wikidata.org/entity/Q15752348,0.39
Canby,http://www.wikidata.org/entity/Q16865339,1.0
Cannes 2019,http://www.wikidata.org/entity/Q55436055,0.39
Capps,http://www.wikidata.org/entity/Q16865360,1.0
Caracalla,http://www.wikidata.org/entity/Q1446,1.0
Cari,http://www.wikidata.org/entity/Q20899025,1.0
Caridi,http://www.wikidata.org/entity/Q37556584,1.0
Carl,http://www.wikidata.org/entity/Q2529610,1.0
Carl Denham,http://www.wikidata.org/entity/Q117861542,1.0
Carl Sagan,http://www.wikidata.org/entity/Q410,1.0
Carlo,http://www.wikidata.org/entity/Q4205426,1.0
Carlo Ponti,http://www.wikidata.org/entity/Q299419,1.0
Carlo Rizzi,http://www.wikidata.org/entity/Q519957,1.0
Carlos Sainz Jr.,http://www.wikidata.org/entity/Q544856,1.0
Carly,http://www.wikidata.org/entity/Q16275170,1.0
Carmela Corleone,http://www.wikidata.org/entity/Q2609353,1.0
Carmer,http://www.wikidata.org/entity/Q37489281,1.0
Carmine,http://www.wikidata.org/entity/Q448671,1.0
Carmine Coppola,http://www.wikidata.org/entity/Q658614,1.0
Caro,http://www.wikidata.org/entity/Q16865391,1.0
Carol,http://www.wikidata.org/entity/Q18201469,1.0
Caroline,http://www.wikidata.org/entity/Q16275172,1.0
Carolyn,http://www.wikidata.org/entity/Q18091370,1.0
Carr,http://www.wikidata.org/entity/Q14915269,1.0
Carrie-Anne Moss,http://www.wikidata.org/entity/Q206890,1.0
Carrie Ann Moss,http://www.wikidata.org/entity/Q206890,0.9
Carrie Fisher,http://www.wikidata.org/entity/Q108941,1.0
Carroll,http://www.wikidata.org/entity/Q2666084,1.0
Cary Grant,http://www.wikidata.org/entity/Q83410,1.0
Caryn James,http://www.wikidata.org/entity/Q1046243,1.0
Casey,http://www.wikidata.org/entity/Q14943953,1.0
Casey Affleck,http://www.wikidata.org/entity/Q270730,1.0
Casiano,http://www.wikidata.org/entity/Q21401346,1.0
Cassidy,http://www.wikidata.org/entity/Q16865428,1.0
Catalina Sandino Moreno,http://www.wikidata.org/entity/Q229972,1.0
Catherine,http://www.wikidata.org/entity/Q2218095,1.0
Cava,http://www.wikidata.org/entity/Q36950829,1.0
Cavanaugh,http://www.wikidata.org/entity/Q37299474,1.0
Cave,http://www.wikidata.org/entity/Q35509,1.0
Cea,http://www.wikidata.org/entity/Q40123,0.75
Cesare Lombroso,http://www.wikidata.org/entity/Q202420,1.0
Chad,http://www.wikidata.org/entity/Q2621521,1.0
Chad Stahelski,http://www.wikidata.org/entity/Q22277301,1.0
Chan,http://www.wikidata.org/entity/Q29011444,1.0
Chang,http://www.wikidata.org/entity/Q36931387,1.0
Charles,http://www.wikidata.org/entity/Q2958359,1.0
Charles Bluhdorn,http://www.wikidata.org/entity/Q2958573,1.0
Charles Bronson,http://www.wikidata.org/entity/Q36105,1.0
Charles Leclerc,http://www.wikidata.org/entity/Q17541912,1.0
Charles Lederer,http://www.wikidata.org/entity/Q971219,1.0
Charles MacArthur,http://www.wikidata.org/entity/Q983356,1.0
Charles Weston,http://www.wikidata.org/entity/Q108351316,1.0
Charlie,http://www.wikidata.org/entity/Q16275193,1.0
Charlie Parker,http://www.wikidata.org/entity/Q103767,1.0
Chase,http://www.wikidata.org/entity/Q2667762,1.0
Che Guevara,http://www.wikidata.org/entity/Q5809,1.0
Chechik,http://www.wikidata.org/entity/Q63430868,1.0
Cherr,http://www.wikidata.org/entity/Q16865535,0.91
Cherry,http://www.wikidata.org/entity/Q16865535,1.0
Cherubino,http://www.wikidata.org/entity/Q1070432,1.0
Chewbacca,http://www.wikidata.org/entity/Q51803,1.0
Chicago,http://www.wikidata.org/entity/Q1297,1.0
Chihiro,http://www.wikidata.org/entity/Q11271818,1.0
Chihiro Ogino,http://www.wikidata.org/entity/Q72706771,1.0
Child,http://www.wikidata.org/entity/Q7569,1.0
China,http://www.wikidata.org/entity/Q148,0.32
Chinese,http://www.wikidata.org/entity/Q7850,1.0
Chitwood,http://www.wikidata.org/entity/Q16865560,1.0
Chivers,http://www.wikidata.org/entity/Q1075033,1.0
Chloe,http://www.wikidata.org/entity/Q2668516,1.0
Cho Yeo-jeong,http://www.wikidata.org/entity/Q626347,1.0
Choi,http://www.wikidata.org/entity/Q37449282,1.0
Choi Woo-shik,http://www.wikidata.org/entity/Q492701,1.0
Chopin,http://www.wikidata.org/entity/Q15917350,1.0
Choy,http://www.wikidata.org/entity/Q1207872,0.29
Chris,http://www.wikidata.org/entity/Q339346,1.0
Chris Corbould,http://www.wikidata.org/entity/Q8512,1.0
Chris Hemsworth,http://www.wikidata.org/entity/Q54314,1.0
Chris Pang,http://www.wikidata.org/entity/Q20685076,1.0
Christ,http://www.wikidata.org/entity/Q302,0.67
Christian Bale,http://www.wikidata.org/entity/Q45772,1.0
Christian Slater,http://www.wikidata.org/entity/Q204590,1.0
Christina,http://www.wikidata.org/entity/Q1083457,1.0
Christina Applegate,http://www.wikidata.org/entity/Q188280,1.0
Christine,http://www.wikidata.org/entity/Q2087646,1.0
Christopher,http://www.wikidata.org/entity/Q1084472,1.0
Christopher Campbell,http://www.wikidata.org/entity/Q124607375,1.0
Christopher Goodwin,http://www.wikidata.org/entity/Q18670912,1.0
Christopher Guest,http://www.wikidata.org/entity/Q336074,1.0
Christopher Hooton,http://www.wikidata.org/entity/Q66002796,1.0
Christopher Nolan,http://www.wikidata.org/entity/Q25191,1.0
Christopher Reeve,http://www.wikidata.org/entity/Q174311,1.0
Christy Lemire,http://www.wikidata.org/entity/Q5113651,1.0
Chu,http://www.wikidata.org/entity/Q33251,0.33
Chuck,http://www.wikidata.org/entity/Q989983,1.0
Chuck Palahniuk,http://www.wikidata.org/entity/Q268181,1.0
Chung,http://www.wikidata.org/entity/Q37130248,1.0
Chung-sook,http://www.wikidata.org/entity/Q16178588,0.83
Ciara,http://www.wikidata.org/entity/Q203223,1.0
Cillian Murphy,http://www.wikidata.org/entity/Q202589,1.0
Cindy,http://www.wikidata.org/entity/Q16275207,1.0
Cindy Davis Hewitt,http://www.wikidata.org/entity/Q15069809,1.0
CinemaScore,http://www.wikidata.org/entity/Q2972775,1.0
Citizen Kane,http://www.wikidata.org/entity/Q24815,1.0
Claire,http://www.wikidata.org/entity/Q1094751,1.0
Clarisse,http://www.wikidata.org/entity/Q19849866,1.0
Clark,http://www.wikidata.org/entity/Q1119151,1.0
Claudia,http://www.wikidata.org/entity/Q2936353,1.0
Claudia Puig,http://www.wikidata.org/entity/Q94421545,1.0
Clayton,http://www.wikidata.org/entity/Q1099246,1.0
Clemens,http://www.wikidata.org/entity/Q18180166,1.0
Clements,http://www.wikidata.org/entity/Q16865623,1.0
Clemenza,http://www.wikidata.org/entity/Q37439295,1.0
Clemmensen,http://www.wikidata.org/entity/Q1100396,1.0
Clery,http://www.wikidata.org/entity/Q1214722,0.8
Clinton Shorter,http://www.wikidata.org/entity/Q2979351,1.0
Clique,http://www.wikidata.org/entity/Q1662634,1.0
Clique TV,http://www.wikidata.org/entity/Q110780247,1.0
Clive,http://www.wikidata.org/entity/Q16542399,1.0
Clive Piercy,http://www.wikidata.org/entity/Q67222836,1.0
Closer,http://www.wikidata.org/entity/Q19705446,1.0
Clover,http://www.wikidata.org/entity/Q16859739,1.0
Coachman,http://www.wikidata.org/entity/Q1221610,1.0
Coats,http://www.wikidata.org/entity/Q113128210,1.0
Cobb,http://www.wikidata.org/entity/Q1104540,1.0
Coco,http://www.wikidata.org/entity/Q5815826,1.0
Cody,http://www.wikidata.org/entity/Q16542780,1.0
Cofield,http://www.wikidata.org/entity/Q37240352,1.0
Coil,http://www.wikidata.org/entity/Q1107195,1.0
Cole,http://www.wikidata.org/entity/Q1128028,1.0
Coleman,http://www.wikidata.org/entity/Q1002298,1.0
Colin,http://www.wikidata.org/entity/Q495635,1.0
Collette Wolfe,http://www.wikidata.org/entity/Q2604240,1.0
Collis,http://www.wikidata.org/entity/Q88542312,1.0
Colman,http://www.wikidata.org/entity/Q37108324,1.0
Colombo,http://www.wikidata.org/entity/Q13553768,1.0
Colosseum,http://www.wikidata.org/entity/Q10285,1.0
Columbine High School,http://www.wikidata.org/entity/Q1112675,1.0
Comanche,http://www.wikidata.org/entity/Q117133,1.0
Commodus,http://www.wikidata.org/entity/Q1434,1.0
Conclave,http://www.wikidata.org/entity/Q56301616,1.0
Condon,http://www.wikidata.org/entity/Q16865719,1.0
Confederacy,http://www.wikidata.org/entity/Q81931,0.5
Connie,http://www.wikidata.org/entity/Q19819774,1.0
Connie Corleone,http://www.wikidata.org/entity/Q2338698,1.0
Connie Nielsen,http://www.wikidata.org/entity/Q231951,1.0
Connor,http://www.wikidata.org/entity/Q3246457,1.0
Conrad,http://www.wikidata.org/entity/Q17436400,1.0
Coop,http://www.wikidata.org/entity/Q432564,0.4
Cooper,http://www.wikidata.org/entity/Q1794217,1.0
Coppola,http://www.wikidata.org/entity/Q7704509,1.0
Corey,http://www.wikidata.org/entity/Q15975866,1.0
Corey Yuen,http://www.wikidata.org/entity/Q676051,1.0
Corleone,http://www.wikidata.org/entity/Q485724,1.0
Corleones,http://www.wikidata.org/entity/Q2280643,0.95
Corliss,http://www.wikidata.org/entity/Q21507577,1.0
Corn,http://www.wikidata.org/entity/Q23148,0.67
Corrado Gaipa,http://www.wikidata.org/entity/Q3694232,1.0
Costa-Gavras,http://www.wikidata.org/entity/Q296698,1.0
Cotillard,http://www.wikidata.org/entity/Q56636646,1.0
Couch,http://www.wikidata.org/entity/Q16865801,1.0
Coughlan,http://www.wikidata.org/entity/Q21493261,1.0
Courtney Love,http://www.wikidata.org/entity/Q222071,1.0
Covert,http://www.wikidata.org/entity/Q104587991,1.0
Cowie,http://www.wikidata.org/entity/Q16865824,1.0
Cox,http://www.wikidata.org/entity/Q1138248,1.0
Coyle,http://www.wikidata.org/entity/Q21507584,1.0
Craig,http://www.wikidata.org/entity/Q2671794,1.0
Crawford,http://www.wikidata.org/entity/Q20731004,1.0
Cripe,http://www.wikidata.org/entity/Q37069806,1.0
Cronenweth,http://www.wikidata.org/entity/Q1140924,1.0
Croot,http://www.wikidata.org/entity/Q56538078,1.0
Crossway,http://www.wikidata.org/entity/Q1924190,0.94
Crowdus,http://www.wikidata.org/entity/Q37559565,1.0
Crowe,http://www.wikidata.org/entity/Q16865897,1.0
Crowley,http://www.wikidata.org/entity/Q5189265,1.0
Cruz,http://www.wikidata.org/entity/Q923342,1.0
Crystal,http://www.wikidata.org/entity/Q13582300,1.0
Culture of Japan,http://www.wikidata.org/entity/Q831454,1.0
Curd,http://www.wikidata.org/entity/Q23304769,1.0
Curry,http://www.wikidata.org/entity/Q5195197,1.0
Curzon,http://www.wikidata.org/entity/Q1171861,1.0
Customer,http://www.wikidata.org/entity/Q247797,0.7
Cynthia Ann Parker,http://www.wikidata.org/entity/Q371602,1.0
Cypher,http://www.wikidata.org/entity/Q106824403,1.0
D-Box,http://www.wikidata.org/entity/Q5203237,0.43
D.O.C.,http://www.wikidata.org/entity/Q268446,1.0
DERRICK HENRY,http://www.wikidata.org/entity/Q124327592,1.0
DNEG,http://www.wikidata.org/entity/Q2742913,1.0
DOI,http://www.wikidata.org/entity/Q25670,0.21
Da,http://www.wikidata.org/entity/Q9035,0.5
Da-hye,http://www.wikidata.org/entity/Q69507453,1.0
Da-song,http://www.wikidata.org/entity/Q130951282,0.86
Da Capo Press,http://www.wikidata.org/entity/Q5207215,1.0
Dade,http://www.wikidata.org/entity/Q16869380,1.0
Daisuke Tsuji,http://www.wikidata.org/entity/Q100307848,1.0
Dallas,http://www.wikidata.org/entity/Q16557,1.0
Damian Shannon,http://www.wikidata.org/entity/Q30327831,1.0
Damon,http://www.wikidata.org/entity/Q3701324,1.0
Damone,http://www.wikidata.org/entity/Q37555928,1.0
Dan,http://www.wikidata.org/entity/Q9035,0.67
Daniel,http://www.wikidata.org/entity/Q14516546,1.0
Daniel Caltagirone,http://www.wikidata.org/entity/Q16213893,1.0
Daniel Craig,http://www.wikidata.org/entity/Q4547,1.0
Danielle,http://www.wikidata.org/entity/Q18040452,1.0
Danny,http://www.wikidata.org/entity/Q17863942,1.0
Danny Boyle,http://www.wikidata.org/entity/Q134867,1.0
Danny Elfman,http://www.wikidata.org/entity/Q193338,1.0
Danny Thomas,http://www.wikidata.org/entity/Q5220885,1.0
Dante,http://www.wikidata.org/entity/Q18182706,1.0
Darcy Paquet,http://www.wikidata.org/entity/Q20445524,1.0
Darius,http://www.wikidata.org/entity/Q265867,1.0
Darius Khondji,http://www.wikidata.org/entity/Q951018,1.0
Darren,http://www.wikidata.org/entity/Q1166608,1.0
Darren Aronofsky,http://www.wikidata.org/entity/Q192762,1.0
Darrow,http://www.wikidata.org/entity/Q41726765,1.0
Darth Vader,http://www.wikidata.org/entity/Q12206942,1.0
Daryl,http://www.wikidata.org/entity/Q1166973,1.0
Daryl Dawson,http://www.wikidata.org/entity/Q5226153,1.0
Dave,http://www.wikidata.org/entity/Q16275316,1.0
Dave Calhoun,http://www.wikidata.org/entity/Q16727786,1.0
Dave Kehr,http://www.wikidata.org/entity/Q4219471,1.0
Daveigh Chase,http://www.wikidata.org/entity/Q237774,1.0
David,http://www.wikidata.org/entity/Q18057751,1.0
David Ansen,http://www.wikidata.org/entity/Q16148780,1.0
David Bordwell,http://www.wikidata.org/entity/Q638397,1.0
David Brooks,http://www.wikidata.org/entity/Q111904979,1.0
David Deamer,http://www.wikidata.org/entity/Q22003935,0.89
David Denby,http://www.wikidata.org/entity/Q1174197,1.0
David Edelstein,http://www.wikidata.org/entity/Q107326211,1.0
David Fincher,http://www.wikidata.org/entity/Q184903,1.0
David Franzoni,http://www.wikidata.org/entity/Q1174454,1.0
David Germain,http://www.wikidata.org/entity/Q4420042,1.0
David Grinspoon,http://www.wikidata.org/entity/Q3296795,1.0
David Gyasi,http://www.wikidata.org/entity/Q1174630,1.0
David Harbour,http://www.wikidata.org/entity/Q391359,1.0
David Kyle,http://www.wikidata.org/entity/Q100873508,1.0
David McKenna,http://www.wikidata.org/entity/Q138600205,1.0
David Mills,http://www.wikidata.org/entity/Q5237581,1.0
David O. Russell,http://www.wikidata.org/entity/Q314342,1.0
David Ogden Stiers,http://www.wikidata.org/entity/Q202449,1.0
David Oyelowo,http://www.wikidata.org/entity/Q218800,1.0
David Prowse,http://www.wikidata.org/entity/Q128379,1.0
David Scarpa,http://www.wikidata.org/entity/Q5239517,1.0
David Stratton,http://www.wikidata.org/entity/Q75492359,1.0
Davids,http://www.wikidata.org/entity/Q21493417,1.0
Davina,http://www.wikidata.org/entity/Q21143479,1.0
Davis,http://www.wikidata.org/entity/Q19365842,1.0
Dayton Duncan,http://www.wikidata.org/entity/Q5243523,1.0
Daytona Beach,http://www.wikidata.org/entity/Q490595,1.0
DeNiro,http://www.wikidata.org/entity/Q37079844,1.0
De Luca,http://www.wikidata.org/entity/Q28886017,1.0
De Niro,http://www.wikidata.org/entity/Q21491427,1.0
De Palma,http://www.wikidata.org/entity/Q56546737,1.0
De Stefano,http://www.wikidata.org/entity/Q65084764,1.0
Deadline,http://www.wikidata.org/entity/Q12307955,1.0
Deadline Hollywood,http://www.wikidata.org/entity/Q4037100,1.0
Deal,http://www.wikidata.org/entity/Q1011096,1.0
Deamer,http://www.wikidata.org/entity/Q36907306,1.0
Dean Stockwell,http://www.wikidata.org/entity/Q345212,1.0
Debbie,http://www.wikidata.org/entity/Q1181414,1.0
Deborah,http://www.wikidata.org/entity/Q18558974,1.0
Deborah Mitchell,http://www.wikidata.org/entity/Q59158244,0.94
Deborah Wills,http://www.wikidata.org/entity/Q113728929,1.0
December,http://www.wikidata.org/entity/Q126,1.0
December 1,http://www.wikidata.org/entity/Q2297,1.0
December 13,http://www.wikidata.org/entity/Q2379,1.0
December 15,http://www.wikidata.org/entity/Q2383,1.0
December 18,http://www.wikidata.org/entity/Q2438,1.0
December 2002,http://www.wikidata.org/entity/Q1207317,1.0
December 2019,http://www.wikidata.org/entity/Q47087610,1.0
December 29,http://www.wikidata.org/entity/Q2862,1.0
December 4,http://www.wikidata.org/entity/Q2310,1.0
December 9,http://www.wikidata.org/entity/Q2304,1.0
Dee,http://www.wikidata.org/entity/Q20963162,1.0
Deirdre Barrett,http://www.wikidata.org/entity/Q5252549,1.0
Del,http://www.wikidata.org/entity/Q9302,0.5
Delaney,http://www.wikidata.org/entity/Q16869493,1.0
Deleuze,http://www.wikidata.org/entity/Q63116555,1.0
Dell Publishing,http://www.wikidata.org/entity/Q2075464,1.0
Delon,http://www.wikidata.org/entity/Q21484604,1.0
Demartino,http://www.wikidata.org/entity/Q37496119,1.0
Demon Slayer,http://www.wikidata.org/entity/Q21655296,1.0
Denby,http://www.wikidata.org/entity/Q16869505,1.0
Denham,http://www.wikidata.org/entity/Q2514672,1.0
Denis Flannery,http://www.wikidata.org/entity/Q5257238,1.0
Denis Villeneuve,http://www.wikidata.org/entity/Q548823,1.0
Denise,http://www.wikidata.org/entity/Q1193018,1.0
Denison,http://www.wikidata.org/entity/Q16275373,1.0
Dennis,http://www.wikidata.org/entity/Q639292,1.0
Dennis Cooper,http://www.wikidata.org/entity/Q1189056,1.0
Dennis Haysbert,http://www.wikidata.org/entity/Q350208,1.0
Dennis Hopper,http://www.wikidata.org/entity/Q102711,1.0
Denton,http://www.wikidata.org/entity/Q128306,1.0
Denzel Washington,http://www.wikidata.org/entity/Q42101,1.0
Derek,http://www.wikidata.org/entity/Q11740724,1.0
Derek Elley,http://www.wikidata.org/entity/Q18685696,1.0
Derek Jacobi,http://www.wikidata.org/entity/Q256164,1.0
Derek Vinyard,http://www.wikidata.org/entity/Q5650795,1.0
Derek Walcott,http://www.wikidata.org/entity/Q132701,1.0
Derrick Henry,http://www.wikidata.org/entity/Q124327592,1.0
Descartes,http://www.wikidata.org/entity/Q320299,1.0
Desi,http://www.wikidata.org/entity/Q43499,0.36
Desson Howe,http://www.wikidata.org/entity/Q3024639,0.72
Devin,http://www.wikidata.org/entity/Q15707403,1.0
Devin Faraci,http://www.wikidata.org/entity/Q100314210,1.0
Dexter Morgan,http://www.wikidata.org/entity/Q942938,1.0
DiCaprio,http://www.wikidata.org/entity/Q36860035,1.0
DiOrio,http://www.wikidata.org/entity/Q20996090,1.0
DiVincenzo,http://www.wikidata.org/entity/Q37270433,1.0
Di Bonaventura,http://www.wikidata.org/entity/Q18428212,1.0
Diadumenianus,http://www.wikidata.org/entity/Q46840,0.92
Diamond Louis,http://www.wikidata.org/entity/Q75436037,0.69
Diane,http://www.wikidata.org/entity/Q3026175,1.0
Diane Keaton,http://www.wikidata.org/entity/Q102642,1.0
Dibdin,http://www.wikidata.org/entity/Q28226187,1.0
Dick,http://www.wikidata.org/entity/Q2519633,1.0
Dickens,http://www.wikidata.org/entity/Q16869553,1.0
Dieckmann,http://www.wikidata.org/entity/Q42430309,1.0
Dietz,http://www.wikidata.org/entity/Q1224249,1.0
Digital Spy,http://www.wikidata.org/entity/Q1111380,1.0
Dileep Rao,http://www.wikidata.org/entity/Q1225469,1.0
Dimock,http://www.wikidata.org/entity/Q37527110,1.0
Dinning,http://www.wikidata.org/entity/Q37128835,1.0
Dirk,http://www.wikidata.org/entity/Q1605531,1.0
Dirks,http://www.wikidata.org/entity/Q21502065,1.0
Disney,http://www.wikidata.org/entity/Q7414,0.41
Dixit,http://www.wikidata.org/entity/Q37078606,1.0
Dizzy Gillespie,http://www.wikidata.org/entity/Q49575,1.0
Djimon Hounsou,http://www.wikidata.org/entity/Q298682,1.0
Dodson,http://www.wikidata.org/entity/Q5018643,0.52
Doe,http://www.wikidata.org/entity/Q37110043,1.0
Dolak,http://www.wikidata.org/entity/Q6779461,1.0
Dom,http://www.wikidata.org/entity/Q786,0.29
Dom Cobb,http://www.wikidata.org/entity/Q113116823,0.76
Domee Shi,http://www.wikidata.org/entity/Q55070915,1.0
Dominique Dawson,http://www.wikidata.org/entity/Q119537504,1.0
Don,http://www.wikidata.org/entity/Q16275555,1.0
Don Barzini,http://www.wikidata.org/entity/Q458019,0.72
Don Corleone,http://www.wikidata.org/entity/Q745077,0.8
Don Costello,http://www.wikidata.org/entity/Q124178440,1.0
Don Davis,http://www.wikidata.org/entity/Q207859,1.0
Don Tommasino,http://www.wikidata.org/entity/Q1137117,1.0
Don Vito Corleone,http://www.wikidata.org/entity/Q745077,0.87
Donald,http://www.wikidata.org/entity/Q13422248,1.0
Donald Duck,http://www.wikidata.org/entity/Q6550,1.0
Donald E.,http://www.wikidata.org/entity/Q538508,0.67
Donald H. Hewitt,http://www.wikidata.org/entity/Q15069812,1.0
Donald Hewitt,http://www.wikidata.org/entity/Q107333646,0.57
Donald Trump,http://www.wikidata.org/entity/Q22686,1.0
Donald W. Ernst,http://www.wikidata.org/entity/Q5295252,1.0
Dondus,http://www.wikidata.org/entity/Q1061128,0.5
Donen,http://www.wikidata.org/entity/Q94601370,1.0
Dong-A Ilbo,http://www.wikidata.org/entity/Q486086,0.85
Donnelly,http://www.wikidata.org/entity/Q25197428,1.0
Donovan,http://www.wikidata.org/entity/Q21446653,1.0
Doris,http://www.wikidata.org/entity/Q3094766,1.0
Dorota,http://www.wikidata.org/entity/Q1246129,1.0
Dorothy Jordan,http://www.wikidata.org/entity/Q262755,0.64
Doty,http://www.wikidata.org/entity/Q16869641,1.0
Douglas Hall,http://www.wikidata.org/entity/Q112450116,1.0
Douglas Wick,http://www.wikidata.org/entity/Q1252563,1.0
Douglass C.,http://www.wikidata.org/entity/Q129213886,0.79
Dowd,http://www.wikidata.org/entity/Q21450500,1.0
Dowling,http://www.wikidata.org/entity/Q16869651,1.0
Doyle,http://www.wikidata.org/entity/Q11825166,1.0
Dozer,http://www.wikidata.org/entity/Q37003100,1.0
Draven,http://www.wikidata.org/entity/Q21450509,1.0
Drazen,http://www.wikidata.org/entity/Q37575447,1.0
DreamWorks Pictures,http://www.wikidata.org/entity/Q192557,0.69
Dream Space,http://www.wikidata.org/entity/Q16896501,0.71
Drew,http://www.wikidata.org/entity/Q19819740,1.0
Drew Barrymore,http://www.wikidata.org/entity/Q676094,1.0
Drew McWeeny,http://www.wikidata.org/entity/Q5307234,1.0
Dreyfus,http://www.wikidata.org/entity/Q16833671,1.0
Driscoll,http://www.wikidata.org/entity/Q16869673,1.0
DuJour,http://www.wikidata.org/entity/Q87453424,1.0
Dubiel,http://www.wikidata.org/entity/Q27876551,1.0
Ducker,http://www.wikidata.org/entity/Q37506030,1.0
Duffy,http://www.wikidata.org/entity/Q16869703,1.0
Duke,http://www.wikidata.org/entity/Q166886,1.0
Dumars,http://www.wikidata.org/entity/Q20996110,1.0
Dumb and Dumber,http://www.wikidata.org/entity/Q462418,1.0
Duncan,http://www.wikidata.org/entity/Q18915230,1.0
Dunham,http://www.wikidata.org/entity/Q1210302,1.0
Dunn,http://www.wikidata.org/entity/Q12788015,1.0
Durden,http://www.wikidata.org/entity/Q21494451,1.0
Dust Brothers,http://www.wikidata.org/entity/Q765119,1.0
Dustin,http://www.wikidata.org/entity/Q19827664,1.0
Dustin Hoffman,http://www.wikidata.org/entity/Q42930,1.0
Duvall,http://www.wikidata.org/entity/Q16869731,1.0
Dwyane Wade,http://www.wikidata.org/entity/Q31683,1.0
